EmployeeNumber,Department,JobRole,OverTime,BusinessTravel,MonthlyIncome,YearsAtCompany,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,Attrition,attrition_flag,attrition_probability,risk_decile,risk_band,intervention_priority,risk_explanation
1132,Research & Development,Laboratory Technician,No,Non-Travel,6782,5,2,3,2,No,0,0.4739161605323395,4,Elevated,Monitor,Low job satisfaction; Low work-life balance; No stock option
1827,Research & Development,Manufacturing Director,Yes,Travel_Rarely,10333,22,2,3,3,No,0,0.4727914342197528,4,Elevated,Monitor,Works overtime; Low job satisfaction; Long promotion gap
1924,Sales,Sales Executive,No,Travel_Rarely,5487,10,3,2,2,No,0,0.4727092722116686,4,Elevated,Monitor,Low environment satisfaction; Low work-life balance; No stock option
481,Sales,Sales Executive,No,Travel_Frequently,9699,13,4,1,3,No,0,0.47146614576628376,4,Elevated,Monitor,Frequent business travel; Low environment satisfaction
573,Sales,Sales Executive,No,Travel_Frequently,10266,18,1,3,4,No,0,0.47051538117075203,4,Elevated,Monitor,Frequent business travel; Low job satisfaction; Long promotion gap; No stock option
246,Research & Development,Research Scientist,Yes,Travel_Rarely,3929,4,4,3,3,No,0,0.4696897632265029,4,Elevated,Monitor,Works overtime
764,Research & Development,Healthcare Representative,No,Travel_Rarely,6811,7,1,4,1,No,0,0.46920575723411106,4,Elevated,Monitor,Low job satisfaction; Low work-life balance; No stock option
904,Sales,Sales Executive,Yes,Non-Travel,7642,10,2,1,3,No,0,0.46906831860568243,4,Elevated,Monitor,Works overtime; Low job satisfaction; Low environment satisfaction; No stock option
155,Research & Development,Laboratory Technician,No,Travel_Rarely,2835,1,4,1,3,No,0,0.4682547265307544,4,Elevated,Monitor,Low environment satisfaction; Early tenure
2031,Research & Development,Manager,No,Travel_Rarely,18880,22,3,1,2,No,0,0.4677099516995077,4,Elevated,Monitor,Low environment satisfaction; Low work-life balance; Long promotion gap; No stock option
1558,Research & Development,Research Scientist,No,Travel_Rarely,2451,1,3,3,2,No,0,0.4666960979743071,4,Elevated,Monitor,Low work-life balance; Early tenure
556,Research & Development,Laboratory Technician,Yes,Travel_Frequently,1702,1,4,4,3,No,0,0.4662222869706416,4,Elevated,Monitor,Works overtime; Frequent business travel; Early tenure
738,Sales,Sales Representative,No,Travel_Rarely,3875,2,2,4,3,No,0,0.4655682190511139,4,Elevated,Monitor,Low job satisfaction; Early tenure
431,Research & Development,Healthcare Representative,Yes,Travel_Rarely,13964,7,3,3,3,No,0,0.4647110559986601,4,Elevated,Monitor,Works overtime; No stock option
2068,Research & Development,Laboratory Technician,No,Travel_Rarely,4404,4,3,2,4,No,0,0.4644253618304701,4,Elevated,Monitor,Low environment satisfaction; No stock option
1292,Research & Development,Research Scientist,Yes,Travel_Rarely,2372,1,2,2,3,No,0,0.46423371089315546,4,Elevated,Monitor,Works overtime; Low job satisfaction; Low environment satisfaction; Early tenure; No stock option
1503,Sales,Sales Executive,Yes,Travel_Rarely,4591,5,3,3,2,No,0,0.4624435240032997,4,Elevated,Monitor,Works overtime; Low work-life balance
1210,Research & Development,Research Scientist,No,Non-Travel,2107,1,1,1,1,Yes,1,0.45987217129651864,4,Elevated,Monitor,Low job satisfaction; Low environment satisfaction; Low work-life balance; Early tenure
1164,Human Resources,Human Resources,No,Travel_Rarely,4323,5,3,3,1,No,0,0.4597578401883794,4,Elevated,Monitor,Low work-life balance; No stock option
366,Sales,Sales Executive,No,Travel_Rarely,6644,0,2,1,3,No,0,0.4588522652550545,4,Elevated,Monitor,Low job satisfaction; Low environment satisfaction; Early tenure
1294,Research & Development,Manufacturing Director,Yes,Travel_Rarely,5410,16,2,3,3,No,0,0.45784609116410185,4,Elevated,Monitor,Works overtime; Low job satisfaction; Long promotion gap; No stock option
538,Research & Development,Laboratory Technician,No,Travel_Rarely,4031,2,1,1,3,Yes,1,0.45705617465969545,4,Elevated,Monitor,Low job satisfaction; Low environment satisfaction; Early tenure
215,Sales,Sales Executive,No,Travel_Rarely,10855,12,4,3,2,No,0,0.4564767449699714,4,Elevated,Monitor,Low work-life balance
986,Sales,Sales Executive,Yes,Non-Travel,13194,1,2,2,2,Yes,1,0.45640862663787,4,Elevated,Monitor,Works overtime; Low job satisfaction; Low environment satisfaction; Low work-life balance; Early tenure
1659,Research & Development,Laboratory Technician,No,Travel_Rarely,2013,4,2,1,3,No,0,0.4562435059317408,4,Elevated,Monitor,Low job satisfaction; Low environment satisfaction; No stock option
772,Research & Development,Laboratory Technician,No,Travel_Frequently,5309,10,4,1,3,No,0,0.454611959799639,4,Elevated,Monitor,Frequent business travel; Low environment satisfaction; Long promotion gap
353,Research & Development,Research Scientist,No,Travel_Rarely,2723,1,4,3,2,No,0,0.45363551029620924,4,Elevated,Monitor,Low work-life balance; Early tenure; No stock option
321,Human Resources,Human Resources,No,Travel_Rarely,2267,2,3,2,2,No,0,0.45288508314319376,4,Elevated,Monitor,Low environment satisfaction; Low work-life balance; Early tenure; No stock option
1171,Sales,Sales Executive,No,Travel_Rarely,5155,6,1,2,4,No,0,0.4528169673604848,4,Elevated,Monitor,Low job satisfaction; Low environment satisfaction; No stock option
453,Sales,Sales Executive,Yes,Travel_Rarely,7457,4,4,2,2,No,0,0.45172771415387686,4,Elevated,Monitor,Works overtime; Low environment satisfaction; Low work-life balance
462,Research & Development,Manufacturing Director,Yes,Travel_Rarely,7143,11,4,3,2,No,0,0.45116420160654513,4,Elevated,Monitor,Works overtime; Low work-life balance; Long promotion gap; No stock option
451,Research & Development,Healthcare Representative,No,Travel_Rarely,9985,1,1,3,2,No,0,0.44906595740702887,4,Elevated,Monitor,Low job satisfaction; Low work-life balance; Early tenure
1908,Sales,Sales Executive,No,Travel_Rarely,5507,4,2,3,1,No,0,0.44787274521460685,4,Elevated,Monitor,Low job satisfaction; Low work-life balance
1329,Sales,Sales Executive,No,Non-Travel,6151,19,2,3,3,No,0,0.44733379252772476,4,Elevated,Monitor,Low job satisfaction; Long promotion gap; No stock option
1492,Sales,Sales Representative,No,Travel_Rarely,2404,1,3,4,3,No,0,0.44659801109645536,4,Elevated,Monitor,Early tenure
1833,Sales,Sales Executive,No,Travel_Frequently,9637,3,1,1,3,No,0,0.44648258574404176,4,Elevated,Monitor,Frequent business travel; Low job satisfaction; Low environment satisfaction
1835,Sales,Sales Representative,Yes,Travel_Rarely,5405,4,4,2,2,No,0,0.4452186030092337,4,Elevated,Monitor,Works overtime; Low environment satisfaction; Low work-life balance
1739,Sales,Sales Executive,No,Travel_Rarely,9610,4,3,4,1,No,0,0.44495378866975754,4,Elevated,Monitor,Low work-life balance
1066,Sales,Sales Executive,No,Travel_Rarely,8396,7,1,3,2,No,0,0.44477336711861887,4,Elevated,Monitor,Low job satisfaction; Low work-life balance; Long promotion gap
650,Sales,Sales Executive,No,Travel_Rarely,4233,3,1,2,1,Yes,1,0.444755650455702,4,Elevated,Monitor,Low job satisfaction; Low environment satisfaction; Low work-life balance; No stock option
977,Research & Development,Research Scientist,No,Travel_Rarely,2479,1,3,4,3,Yes,1,0.4442099348295107,4,Elevated,Monitor,Early tenure; No stock option
224,Research & Development,Research Scientist,Yes,Non-Travel,2566,1,3,3,2,No,0,0.4440648778715325,4,Elevated,Monitor,Works overtime; Low work-life balance; Early tenure
1609,Research & Development,Research Scientist,No,Travel_Rarely,2141,6,2,2,2,No,0,0.44394864118999744,4,Elevated,Monitor,Low job satisfaction; Low environment satisfaction; Low work-life balance
1710,Sales,Sales Representative,No,Travel_Rarely,4502,13,4,3,2,No,0,0.4437603425504109,4,Elevated,Monitor,Low work-life balance; Long promotion gap; No stock option
1237,Research & Development,Manufacturing Director,Yes,Travel_Rarely,10252,7,1,3,3,No,0,0.44346813430299675,4,Elevated,Monitor,Works overtime; Low job satisfaction; Long promotion gap
1106,Research & Development,Laboratory Technician,Yes,Travel_Rarely,3691,7,4,4,4,Yes,1,0.4429809473851232,4,Elevated,Monitor,Works overtime; Long promotion gap
644,Human Resources,Manager,No,Travel_Frequently,18200,32,2,1,3,No,0,0.43967091138179343,4,Elevated,Monitor,Frequent business travel; Low job satisfaction; Low environment satisfaction; Long promotion gap
1080,Research & Development,Research Scientist,Yes,Travel_Rarely,4615,16,1,4,3,No,0,0.43831722684065577,4,Elevated,Monitor,Works overtime; Low job satisfaction
1927,Sales,Sales Executive,Yes,Travel_Frequently,6834,7,4,3,3,No,0,0.4360654111429724,4,Elevated,Monitor,Works overtime; Frequent business travel
1285,Research & Development,Laboratory Technician,No,Travel_Frequently,4444,11,2,3,4,No,0,0.43600636478289656,4,Elevated,Monitor,Frequent business travel; Low job satisfaction; Long promotion gap
207,Sales,Sales Executive,No,Travel_Frequently,8998,9,4,2,3,No,0,0.4358734032919231,4,Elevated,Monitor,Frequent business travel; Low environment satisfaction; No stock option
682,Sales,Sales Executive,No,Travel_Rarely,8381,14,1,4,4,No,0,0.4357623854125859,4,Elevated,Monitor,Low job satisfaction; Long promotion gap; No stock option
1459,Research & Development,Manufacturing Director,No,Travel_Frequently,7446,10,2,3,3,Yes,1,0.435306294955142,4,Elevated,Monitor,Frequent business travel; Low job satisfaction; Long promotion gap; No stock option
1613,Sales,Sales Executive,No,Travel_Frequently,5332,5,1,4,3,No,0,0.43515851562999996,4,Elevated,Monitor,Frequent business travel; Low job satisfaction; No stock option
1732,Sales,Sales Executive,Yes,Travel_Rarely,10368,10,4,3,2,No,0,0.43504763159956367,4,Elevated,Monitor,Works overtime; Low work-life balance
781,Sales,Sales Executive,No,Travel_Rarely,6180,6,4,3,2,No,0,0.43412687133999983,4,Elevated,Monitor,Low work-life balance; No stock option
1935,Sales,Sales Executive,No,Travel_Rarely,5380,0,1,4,3,No,0,0.43403172662212824,4,Elevated,Monitor,Low job satisfaction; Early tenure
78,Research & Development,Manufacturing Director,Yes,Travel_Rarely,6162,9,4,1,3,No,0,0.4335144748302722,4,Elevated,Monitor,Works overtime; Low environment satisfaction; Long promotion gap
1514,Research & Development,Manufacturing Director,No,Travel_Rarely,6549,8,2,3,2,No,0,0.43283465134865096,4,Elevated,Monitor,Low job satisfaction; Low work-life balance
1190,Sales,Sales Representative,No,Non-Travel,2827,1,1,3,3,No,0,0.4321158934350151,4,Elevated,Monitor,Low job satisfaction; Early tenure
351,Research & Development,Laboratory Technician,Yes,Travel_Rarely,2593,9,1,4,3,No,0,0.43204643956952077,4,Elevated,Monitor,Works overtime; Low job satisfaction; Long promotion gap
1740,Sales,Manager,No,Travel_Rarely,19833,21,2,2,2,No,0,0.43109154932843363,4,Elevated,Monitor,Low job satisfaction; Low environment satisfaction; Low work-life balance; Long promotion gap; No stock option
1311,Research & Development,Laboratory Technician,No,Travel_Rarely,4627,9,4,1,3,No,0,0.4309361123490994,4,Elevated,Monitor,Low environment satisfaction; Long promotion gap
100,Sales,Sales Executive,No,Travel_Rarely,4312,15,1,3,3,No,0,0.42964928722851353,4,Elevated,Monitor,Low job satisfaction; No stock option
95,Research & Development,Research Scientist,No,Travel_Rarely,2501,1,2,3,3,No,0,0.4289534679750051,4,Elevated,Monitor,Low job satisfaction; Early tenure; No stock option
1641,Research & Development,Manufacturing Director,Yes,Travel_Rarely,7945,4,4,3,2,No,0,0.42847020624033477,4,Elevated,Monitor,Works overtime; Low work-life balance; No stock option
1389,Research & Development,Manufacturing Director,Yes,Travel_Rarely,6179,10,3,4,2,Yes,1,0.42833377943375883,4,Elevated,Monitor,Works overtime; Low work-life balance; Long promotion gap
125,Sales,Sales Executive,No,Travel_Rarely,5010,11,3,2,3,No,0,0.42755545626100133,4,Elevated,Monitor,Low environment satisfaction; Long promotion gap; No stock option
397,Research & Development,Research Scientist,No,Travel_Rarely,4485,8,2,3,3,No,0,0.4267071202116757,4,Elevated,Monitor,Low job satisfaction; Long promotion gap; No stock option
174,Sales,Sales Executive,No,Travel_Frequently,9208,2,4,3,3,No,0,0.42563444460604594,4,Elevated,Monitor,Frequent business travel; Early tenure; No stock option
316,Research & Development,Laboratory Technician,No,Travel_Rarely,3212,2,4,3,2,No,0,0.4234995676562691,4,Elevated,Monitor,Low work-life balance; Early tenure; No stock option
428,Research & Development,Manager,No,Travel_Frequently,11878,10,2,4,3,No,0,0.42311200333840215,4,Elevated,Monitor,Frequent business travel; Low job satisfaction; Long promotion gap
2056,Sales,Sales Executive,No,Travel_Rarely,12031,20,4,2,2,No,0,0.42296899797122506,4,Elevated,Monitor,Low environment satisfaction; Low work-life balance; Long promotion gap
2054,Research & Development,Research Scientist,No,Travel_Rarely,3785,5,1,4,1,No,0,0.42289956332698503,4,Elevated,Monitor,Low job satisfaction; Low work-life balance; No stock option
1994,Research & Development,Laboratory Technician,No,Non-Travel,2008,1,3,2,2,No,0,0.4213450382430352,4,Elevated,Monitor,Low environment satisfaction; Low work-life balance; Early tenure
1118,Research & Development,Healthcare Representative,No,Travel_Rarely,10445,8,2,2,3,No,0,0.4209067954115629,4,Elevated,Monitor,Low job satisfaction; Low environment satisfaction; Long promotion gap; No stock option
568,Sales,Manager,No,Travel_Rarely,14118,1,4,1,2,No,0,0.4204493986172557,4,Elevated,Monitor,Low environment satisfaction; Low work-life balance; Early tenure
805,Sales,Sales Representative,No,Travel_Rarely,2572,3,4,1,2,No,0,0.4194212031242397,4,Elevated,Monitor,Low environment satisfaction; Low work-life balance
1467,Human Resources,Human Resources,No,Travel_Rarely,2742,2,3,1,3,Yes,1,0.4193274171486939,4,Elevated,Monitor,Low environment satisfaction; Early tenure; No stock option
1212,Sales,Sales Executive,No,Travel_Frequently,4327,0,2,2,3,No,0,0.41858408641038014,4,Elevated,Monitor,Frequent business travel; Low job satisfaction; Low environment satisfaction; Early tenure
1997,Research & Development,Manufacturing Director,No,Travel_Frequently,5321,8,3,1,3,No,0,0.416400533035163,4,Elevated,Monitor,Frequent business travel; Low environment satisfaction; Long promotion gap
1998,Research & Development,Research Scientist,Yes,Travel_Rarely,5410,4,1,4,2,No,0,0.4162537880353272,4,Elevated,Monitor,Works overtime; Low job satisfaction; Low work-life balance
903,Sales,Sales Executive,Yes,Travel_Rarely,4537,7,4,3,3,No,0,0.4157117620121571,4,Elevated,Monitor,Works overtime; Long promotion gap
1506,Research & Development,Research Scientist,No,Travel_Rarely,1563,1,3,1,1,No,0,0.4151131133150668,4,Elevated,Monitor,Low environment satisfaction; Low work-life balance; Early tenure
68,Sales,Sales Executive,Yes,Travel_Rarely,5454,4,1,2,2,No,0,0.41394414864556195,4,Elevated,Monitor,Works overtime; Low job satisfaction; Low environment satisfaction; Low work-life balance
1135,Sales,Sales Representative,No,Travel_Frequently,2791,2,4,3,3,No,0,0.4126403184089185,4,Elevated,Monitor,Frequent business travel; Early tenure
194,Research & Development,Research Scientist,No,Travel_Rarely,2632,5,3,1,2,No,0,0.41231447694924,4,Elevated,Monitor,Low environment satisfaction; Low work-life balance; No stock option
1402,Research & Development,Research Scientist,Yes,Travel_Rarely,4081,20,3,1,1,No,0,0.4118214384930937,4,Elevated,Monitor,Works overtime; Low environment satisfaction; Low work-life balance; No stock option
1509,Research & Development,Laboratory Technician,No,Travel_Rarely,4789,3,1,3,3,No,0,0.41029208617805046,4,Elevated,Monitor,Low job satisfaction
2044,Sales,Sales Executive,No,Travel_Frequently,6728,6,3,2,3,Yes,1,0.4100831862293402,4,Elevated,Monitor,Frequent business travel; Low environment satisfaction
